page,column,line,source,page_score,row
4,1,Inneh: Hjalmar Uddenberg och Einar Axell.,class_List-item,340,4
4,1,Biträder vid fastighetsköp med upprättande av kontrakt,class_List-item,340,5
4,1,"samt granskning av äganderätts- och inteckningshandlingar, upp-",class_List-item,340,6
4,1,"gör köpelikvider, lämnar råd för bedömande av räntabilitet och",class_List-item,340,7
4,1,"län, förvaltar fastigheter och annan egendom.",class_List-item,340,8
4,1,Förmedlar fastighetsförsäljningar.,class_List-item,340,9
4,1,"Ombesörjer boutredningar och äktenskapsmål, uppsätter test-",class_List-item,340,10
4,1,"tamenten, och andra legala handlingar, utför rättegångar och",class_List-item,340,11
4,1,inkasseringar samt lämnar juridiska råd och upplysningar.,class_List-item,340,12
4,1,"Vasagatan 42, Stockholm.",class_List-item,340,13
4,1,Obs.! Midt emot Oskarsteatern.,class_List-item,340,14
4,2,"Kontorstid: $^{1/2}$ 10—$^{1/2}$ 5. Personlig mottagning 10—11, 3—4.",class_List-item,340,1
4,2,Sthlms-telefon 2397 :- Rikstelefon 414.,class_List-item,340,2
4,2,Pension Danielssen,class_List-item,340,3
4,2,"Sibyllegatan 18, Stockholm.",class_List-item,340,4
4,2,Förstklassigt familjepensionat.~,class_List-item,340,5
4,2,Centralt läge. Trefliga och elegant,class_List-item,340,6
4,2,inrättade rum till ett pris af kr.,class_List-item,340,7
4,2,"4:50—9:00, incl. full pension.~",class_List-item,340,8
4,2,"På sommaren, efter behag, äfven",class_List-item,340,9
4,2,rum utan pension från kr. 2:50.,class_List-item,340,10
4,2,Erkändt godt bord. Hiss och elek-,class_List-item,340,11
4,2,triskt ljus. Konversation på fyra,class_List-item,340,12
4,2,språk. Bästa referenser.~,class_List-item,340,13
4,2,"Rekommenderad i Bædeker, Meyer",class_List-item,340,14
4,2,och Tyska Officersföreningen.~,class_List-item,340,15
5,1,Valuta önska ju alla få.,class_List-item,305,1
5,1,Profrök då 15-öres-cigarren,class_List-item,305,2
5,1,och Ni skall blifva öfvertygad att,class_List-item,305,3
5,1,Ni fätt valuta.,class_List-item,305,4
5,1,'VALUTA',class_List-item,305,5
5,1,Pris pr 100,class_List-item,305,6
5,1,st. Kr. 12;50. Tillverkas af A.-B. Förenade Svenska tobaksfabriker för,class_List-item,305,7
5,1,"Hugo Lundgrens Cigarrimport, Stureplan, Stockholm.",class_List-item,305,8
5,1,R. T. 216 13—125 95 (OBS.! Dagliga tidningar på 11 språk.) A. T. 74 02—47 41,class_List-item,305,9
5,1,AKTIEBOLAGET,class_List-item,305,10
5,1,SKANDINAVISK DIAMANTBERGBORRNING,class_List-item,305,11
5,1,"VASAGATAN 48, STOCKHOLM",class_List-item,305,12
5,1,Diamantborrningar för undersökning af malmförekomster inom och utom Skandinavien.,class_List-item,305,13
5,1,"Brunnsborrningar efter dricksvatten för gårdar, villor, egna hem och smärre samhällen.",class_List-item,305,14
5,2,Telegram: ›DRILLING„ Stockholm. Telefoner: Riks 4217 — Sthlm 12 36.,class_List-item,305,1
5,2,STOCKHOLMS STADS,class_List-item,305,2
5,2,OCH,class_List-item,305,3
5,2,STOCKHOLMS LÄNS,class_List-item,305,4
5,2,(Eftertryck förbjudes vid laga påföljd),class_List-item,305,5
5,2,Inkassering af fordringar på alla platser. Soliditetsupplysningar.,class_List-item,305,6
5,2,Jönköpings Juridiska Byrå,class_List-item,305,7
5,2,Hamngatan 15,class_List-item,305,8
5,2,STOCKHOLM.,class_List-item,305,9
5,2,Afdelningskontor 1,class_List-item,305,10
5,2,JÖNKÖPING.,class_List-item,305,11
5,2,Pris 1 kr. 50 öre.,class_List-item,305,12
6,1,"Advokat-, Inkasso- och Upplysningsbyrå",class_List-item,215,1
6,1,für,class_List-item,215,2
6,1,Sverige och Norge samt utlandet.,class_List-item,215,3
6,1,ERIK LUNDINS JURIDISKA BYRÅ,class_List-item,215,4
6,1,"(Ombud för Göteborgs, Malmö, Norrköpings o. Helsingborgs m. fl. Köpmannaföreningar)",class_List-item,215,5
6,1,Drottninggatan 2,class_List-item,215,6
6,1,STOCKHOLM C Drottninggatan 2,class_List-item,215,7
6,1,"Inkasseringar, rättegångar, konkursbe-",class_List-item,215,8
6,1,vakingar samt öfriga juridiska uppdrag.,class_List-item,215,9
6,2,Sterbhus- och konkursutredningar.,class_List-item,215,1
6,2,Bevakning af mål i öfverrätterna.,class_List-item,215,2
6,2,Soliditetsupplysningar om affärsmän i,class_List-item,215,3
6,2,Sverige och Norge samt de flesta öfriga länder.,class_List-item,215,4
6,2,OBS.! Moderata arvoden. — Snabb expedition.,class_List-item,215,5
6,2,Inkassoafdeln.: Riks 22 37. Allm. 8 76.,class_List-item,215,6
6,2,Upplysn.-afdeln.: Riks 35 53. Allm. 8 78.,class_List-item,215,7
6,2,Kontorstid: 1/2 10—1/2 4.,class_List-item,215,8
7,1,CARL AXEL PETTERSSON,class_List-item,215,1
7,1,Skrädderi- och Konfektionsaffär,class_List-item,215,2
7,1,10,class_List-item,215,3
7,1,Kungsgatan,class_List-item,215,4
7,1,och,class_List-item,215,5
7,1,15,class_List-item,215,6
7,1,Götgatan,class_List-item,215,7
7,1,Höst- o. Vinteröfverrockar,class_List-item,215,8
7,1,från Kr. 25: — till Kr. 75: —,class_List-item,215,9
7,1,Kavajkostymer,class_List-item,215,10
7,2,från Kr. 25: — till Kr. 65: —,class_List-item,215,1
7,2,Bonjourkostymer,class_List-item,215,2
7,2,från Kr. 50: — till Kr. 85: —,class_List-item,215,3
7,2,Frack- o. Smokingkostymer,class_List-item,215,4
7,2,från Kr. 60: — till Kr. 90: —,class_List-item,215,5
7,2,"Gosskläder, välsorteradt",class_List-item,215,6
7,2,lager,class_List-item,215,7
7,2,Fürsta klass,class_List-item,215,8
7,2,beställningsskrädderi.,class_List-item,215,9
8,1,Notariatafdelningens exp.,class_List-item,345,1
8,1,Rikstel. 123 46.,class_List-item,345,2
8,1,Allm. tel. 93 30.,class_List-item,345,3
8,1,Ombudsmannen:,class_List-item,345,4
8,1,Rikstel. 65 65.,class_List-item,345,5
8,1,Allm. tel. 65 63.,class_List-item,345,6
8,1,Aktiebolaget,class_List-item,345,7
8,1,Stockholms Handelsbank,class_List-item,345,8
8,1,Notariatafdelningen,class_List-item,345,9
8,1,2 B Kungsträdgårdsgatan 2 B,class_List-item,345,10
8,1,mottager till vård och förvaltning under bankens ansvar,class_List-item,345,11
8,1,alla slag af värdehandlingar.,class_List-item,345,12
8,1,Expeditionstid kl. 10—1/2 4.,class_List-item,345,13
8,1,(Lördagar och helgdagsaftnar kl. 10-2.),class_List-item,345,14
8,1,Notariatafdelningen åtager sig:,class_List-item,345,15
8,2,a) i fråga om inteckningar och andra skuldebref,class_List-item,345,1
8,2,att vidtaga åtgärder för fordrans vidmakthållande samt,class_List-item,345,2
8,2,inkassera förfallna räntor och uppsagda kapitalbelopp:,class_List-item,345,3
8,2,b) i fråga om obligationer att i god tid underrätta,class_List-item,345,4
8,2,deponenten om gjorda utlottningar och lämna förslag till,class_List-item,345,5
8,2,placering af det ledigblifna kapitalet samt att på förfallo-,class_List-item,345,6
8,2,dagen förete obligationer och kuponger till inlösen;,class_List-item,345,7
8,2,c) i fråga om aktier och banklotter att inkassera,class_List-item,345,8
8,2,"förfallna kuponger och, efter uppdrag, vid nyteckningar",class_List-item,345,9
8,2,bevaka deponentens rätt.,class_List-item,345,10
8,2,Inkasserade medel kunna efter deponentens önskan,class_List-item,345,11
8,2,antingen få afhämtas å Notariatafdelningen eller blifva,class_List-item,345,12
8,2,genom afdelningens försorg insatta i bank i Stockholm,class_List-item,345,13
8,2,eller annorstädes eller ock deponenten tillsända pr post.,class_List-item,345,14
8,2,— 2 —,class_List-item,345,15
9,1,Extra prima ylle,class_List-item,235,1
9,1,BARN-STRUMPOR,class_List-item,235,2
9,1,(med dubbla knän),class_List-item,235,3
9,1,"Bruna, svarta och champagne-färgade.",class_List-item,235,4
9,1,Storlek 0 I II III,class_List-item,235,5
9,1,Passande — 1 2 3 år,class_List-item,235,6
9,1,Kr. 0.90 1: — 1:10 1:20,class_List-item,235,7
9,1,Storlek IV V VI,class_List-item,235,8
9,1,Passande 4 år 5 à 6 år 7 à 8 år,class_List-item,235,9
9,1,Kr. 1:35 1:50 1:65,class_List-item,235,10
9,2,Storlek VII VIII IX,class_List-item,235,1
9,2,Passande 9 à 10 år 11 à 12 år 13 år o.,class_List-item,235,2
9,2,större,class_List-item,235,3
9,2,Kr. 1:80 1:95 2:10,class_List-item,235,4
9,2,Ständigt i lager hos,class_List-item,235,5
9,2,M. BENDIX,class_List-item,235,6
9,2,18,class_List-item,235,7
9,2,"Regeringsgatan, 5",class_List-item,235,8
9,2,"Sturegatan, 90",class_List-item,235,9
9,2,"Drottninggatan,",class_List-item,235,10
9,2,— 3 —,class_List-item,235,11
10,1,BEGÄR ALLTID,class_List-item,90,1
10,1,SVENSKT,class_List-item,90,2
10,1,TANGENS,class_List-item,90,3
10,2,NYHETER,class_List-item,90,1
10,2,GARDINER,class_List-item,90,2
10,2,FABRIKAT,class_List-item,90,3
10,2,- 4 -,class_List-item,90,4
11,1,BARN-,class_List-item,115,1
11,1,Underkläder,class_List-item,115,2
11,1,i största urval till billigaste priser.,class_List-item,115,3
11,2,18,class_List-item,115,1
11,2,"Regeringsgatan, 5",class_List-item,115,2
11,2,"Sturegatan, 90",class_List-item,115,3
11,2,Drottninggatan,class_List-item,115,4
11,2,— 5 —,class_List-item,115,5
12,1,Alla torde vara ense om att hos,class_List-item,260,1
12,1,Karl Andersson,class_List-item,260,2
12,1,22,class_List-item,260,3
12,1,Gamla Kungsholmsbrogatan 22,class_List-item,260,4
12,1,kan man köpa sina kläder bäst och billigast.,class_List-item,260,5
12,1,Eleganta Sommar- & Höstrockar samt Ulstrar,class_List-item,260,6
12,1,"till 25, 28, 30, 35, 38, 40, 45, 50 och 60",class_List-item,260,7
12,1,Kr.,class_List-item,260,8
12,1,Vinter-Öfverrockar och Ulstrar,class_List-item,260,9
12,1,"till 25, 30, 36, 40, 44, 48, 52, 55, 60 och 70",class_List-item,260,10
12,1,Kr.,class_List-item,260,11
12,1,KavajKostymer i modernaste mönster och färger,class_List-item,260,12
12,1,"till 25, 28, 30, 32, 35, 38, 40, 45, 50, 55 och 60",class_List-item,260,13
12,1,Kr.,class_List-item,260,14
12,2,BonjourKostymer,class_List-item,260,1
12,2,från 50 till 85,class_List-item,260,2
12,2,Kr.,class_List-item,260,3
12,2,Frack- och SmokingKostymer,class_List-item,260,4
12,2,från 55 till 90,class_List-item,260,5
12,2,Kr.,class_List-item,260,6
12,2,Prima Engelska Regnrockar,class_List-item,260,7
12,2,"till 18, 20, 25, 30, 35, 40 och 50",class_List-item,260,8
12,2,Kr.,class_List-item,260,9
12,2,Beställningar utföras af skickliga tillskärare.,class_List-item,260,10
12,2,Elegant snitt. Förstklassigt arbete.,class_List-item,260,11
12,2,(mellan Hötorget och Drottninggatan),class_List-item,260,12
13,1,Skol-Gossdräkter,class_List-item,355,1
13,1,"helylle, marinblå Kamgarns Cheviot med fodrade benkläder.",class_List-item,355,2
13,1,(Modell enligt nedanstående bild),class_List-item,355,3
13,1,Prima kvalité,class_List-item,355,4
13,1,passande pris,class_List-item,355,5
13,1,6 år ... Kr. 7:75,class_List-item,355,6
13,1,7 » ... 8:25,class_List-item,355,7
13,1,8 » ... 8:75,class_List-item,355,8
13,1,9 » ... 9:25,class_List-item,355,9
13,1,10 » ... 9:75,class_List-item,355,10
13,1,11 » ... 10:25,class_List-item,355,11
13,1,12 » ... 10:75,class_List-item,355,12
13,1,13 » ... 11:25,class_List-item,355,13
13,1,14 » ... 11:75,class_List-item,355,14
13,1,Extra prima kvalité,class_List-item,355,15
13,2,6 år ... Kr. 8:75,class_List-item,355,1
13,2,7 » ... 9:25,class_List-item,355,2
13,2,8 » ... 9:75,class_List-item,355,3
13,2,9 » ... 10:25,class_List-item,355,4
13,2,10 » ... 10:75,class_List-item,355,5
13,2,11 » ... 11:25,class_List-item,355,6
13,2,12 » ... 11:75,class_List-item,355,7
13,2,13 » ... 12:25,class_List-item,355,8
13,2,14 » ... 12:75,class_List-item,355,9
13,2,OBS.! Order till landsorten expedieras endast mot efterkraf.,class_List-item,355,10
13,2,"Dräkt, som i storlek eller öfrigt ej utfaller till belåtenhet, får utbytas.",class_List-item,355,11
14,1,Sveriges Taxeringskalender,class_List-item,115,1
14,1,"som utkommer i början af aug. innev. år, kommer att upptaga omkring 100,000 taxeringsuppgifter",class_List-item,115,2
14,2,"å Personer och Bolag med 4,000 kronors inkomst och därutöfver i Sveriges samtliga 100 städer (äfven Stockholm), köpingar, stationssamhällen, municipalsamhällen, villasamhällen och landskommuner.",class_List-item,115,1
14,2,"Taxeringsuppgifterna omfatta såväl Bevillningstaxering som Inkomst- och Förmögenhetsskattetaxering. Kalendern kommer att omfatta omkring 1,000 dubbelspaltade sidor. Finnes hos alla Bokhandlare i Skandinavien. Pris 8 kr.",class_List-item,115,2
14,2,Ur pressens omdömen: »Den utförliga och praktiskt uppställda kalendern kommer säkerligen att bli föremål för ett träget studium.» (Aftonbladet 5/9 1912). »Kalendern kommer säkert att för såväl affärslifvet som allmänheten i öfrigt blifva en förträfflig uppslagsbok.» (Svenska Morganbladet 12/9 12).,class_List-item,115,3
14,2,"OBS.! Ehuru taxeringsuppgiftssiffrorna i 1913 års kalender blifva från 4,000 kr. (i fjol 5.000 kr.) och därutöfver, förblifver dock priset detsamma.",class_List-item,115,4
15,1,Sveriges äldsta och största specialfirma i,class_List-item,180,1
15,1,BARNKLÄDER,class_List-item,180,2
15,1,18,class_List-item,180,3
15,1,Regeringsgatan,class_List-item,180,4
15,1,5,class_List-item,180,5
15,1,Sturegatan,class_List-item,180,6
15,2,90,class_List-item,180,1
15,2,Drottninggatan,class_List-item,180,2
15,2,OBS.!,class_List-item,180,3
15,2,Sändningar för benä-,class_List-item,180,4
15,2,get urval expedieras,class_List-item,180,5
15,2,till ärade kunder,class_List-item,180,6
15,2,samt till i landsorten,class_List-item,180,7
15,2,kända personer.,class_List-item,180,8
15,2,— 9 —,class_List-item,180,9
16,1,Anton Brodéns Juridiska Byrå,class_List-item,250,1
16,1,68,class_List-item,250,2
16,1,Vesterlånggatan 68,class_List-item,250,3
16,1,Allm. tel. 201 68. Riks tel. 144 68.,class_List-item,250,4
16,1,Utför,class_List-item,250,5
16,1,rättegångar af alla slag och åtager sig alla öfriga juridiska,class_List-item,250,6
16,1,uppdrag såsom,class_List-item,250,7
16,1,"konkurs- och sterbhusutredningar, äktenskapsskillnader och",class_List-item,250,8
16,1,"boskillnader samt deklarationer, ackordsförmedling för und-",class_List-item,250,9
16,1,"vikande af konkurs, protokollföring vid sammanträden, lag-",class_List-item,250,10
16,1,"sökningsärenden etc.,",class_List-item,250,11
16,2,upprättar,class_List-item,250,1
16,2,"lösöreköpshandlingar, arfskiften, bouppteckningar, äktenskap-",class_List-item,250,2
16,2,"förord, testamenten, bolagsordningar och alla slags kontrakter",class_List-item,250,3
16,2,samt,class_List-item,250,4
16,2,sätter upp legala handlingar till såväl öfver- som underdom-,class_List-item,250,5
16,2,"stolar, anmälan till handels-, firma- och aktiebolagsregistret etc.",class_List-item,250,6
16,2,Särskild Inkasso-afdelning.,class_List-item,250,7
16,2,Särskild Upplysnings=afdelning.,class_List-item,250,8
16,2,Särskild privat=detektiv=afdelning.,class_List-item,250,9
16,2,Alla uppdrag utföras,class_List-item,250,10
16,2,diskret — snabbt — billigt.,class_List-item,250,11
17,1,e. o. Hofrättsnotarien,class_List-item,240,1
17,1,H. TIDESTRÖMS JURIDISKA BYRÅ,class_List-item,240,2
17,1,"Rikstel. 3 23. Kungsgatan 59, Stockholm. Allm. Tel. 240 55.",class_List-item,240,3
17,1,Kontorstid 1/2 10—1/2 5,class_List-item,240,4
17,1,Utför alla slag af juridiska uppdrag. OBS.! Moderata arvoden.,class_List-item,240,5
17,1,STOCKHOLMS,class_List-item,240,6
17,1,"OMKRING 20,000",class_List-item,240,7
17,1,SKATTETAXERINGAR Å,class_List-item,240,8
17,1,PERSONER OCH BOLAG MED INKOMST,class_List-item,240,9
17,2,"AF 4,000",class_List-item,240,1
17,2,KRONOR OCH DÄRUTÖFVER,class_List-item,240,2
17,2,Praktisk uppslagsbok för alla.,class_List-item,240,3
17,2,STOCKHOLM 1913,class_List-item,240,4
17,2,A.-B. FAHLCRANTZ' BOKTRYCKERI.,class_List-item,240,5
17,2,Advokaterna Carlson & Brimberg,class_List-item,240,6
17,2,"Götgatan 11, STOCKHOLM",class_List-item,240,7
17,2,R. T. 67 20. Telegrafadress: Lawyers. A T. 31270.,class_List-item,240,8
17,2,Rådfrågningar. — Rättegångar. — Inkasseringar.,class_List-item,240,9
17,2,Alla slag af juridiska uppdrag i Sverige och utlandet.,class_List-item,240,10
17,2,Snabb och punktlig expedition.,class_List-item,240,11
18,1,PRISLISTA.,class_List-item,270,1
18,1,LE-KHÉDIVE-Cigaretter,class_List-item,270,2
18,1,(Ed. Laurens) Alexandria.,class_List-item,270,3
18,1,Sort Kvalitet Pris pr st. Pris pr ask om,class_List-item,270,4
18,1,100 50 25 20 10,class_List-item,270,5
18,1,"ROYAL DERBY, u/m . . . Hors Concours 15 öre 12: — — 3: — 2: 50 1: 25",class_List-item,270,6
18,1,"DARLING, m/m . . . Hors Concours 12 öre 10: — — 2: — 1: —",class_List-item,270,7
18,1,"TANAGRA, u/m . . . Surfine 9 öre — 3: 50 — 1: 50 0: 75",class_List-item,270,8
18,1,"FIGARO, u/m . . . Surfine 8 öre 6: — — 1: 25 —",class_List-item,270,9
18,1,"PRINCE DE MONACO, u/m . . Fine 6 öre 5: — — 1: — —",class_List-item,270,10
18,1,"HIDALGA, u/m . . . Fine 5 öre 4: 50 — — 0: 90 —",class_List-item,270,11
18,2,"CLÉOPATRE 629, u/m . . . Extra fine 7 öre — 3: — — 1: 25 —",class_List-item,270,1
18,2,"KHÉDIVE 629, u/m . . . Surfine 6 öre — 2: 50 — — —",class_List-item,270,2
18,2,KHÉDIVE (cork-tipped) . . . Surfine 6 öre 5: — — 1: 10 —,class_List-item,270,3
18,2,"SECRETAIRE 730, u/m . . . Fine 5 öre — 2: 25 — — —",class_List-item,270,4
18,2,"SECRETAIRE 826, m/m . . . Fine 5 öre — 2: 25 — — —",class_List-item,270,5
18,2,"SECRETAIRE 629, u/m . . . Fine 4 öre — 1: 75 — — —",class_List-item,270,6
18,2,"SECRETAIRE 726, m/m . . . Fine 4 öre — 1: 75 — — —",class_List-item,270,7
18,2,"SECRETAIRE 626, u/m . . . Fine 3 öre — 1: 25 — — —",class_List-item,270,8
18,2,"SECRETAIRE 724, m/m . . . Fine 3 öre — 1: 25 — — —",class_List-item,270,9
18,2,MAGIC u/m (cork-tipped) . . . Fine 3 öre 2: 50 — — 0: 60 —,class_List-item,270,10
18,2,OBS.! De sex förstnämnda sorterna äro försedda med 22 karafs guldända. OBS.!,class_List-item,270,11
19,1,"""ApoteKarnes"" radioaktiva Gasteinervatten och ""ApoteKarnes"" koncentrade radiumvatten",class_List-item,275,1
19,1,"användas af läkare mot gikt, reumatiska och nervösa åkommor, etc.",class_List-item,275,2
19,1,Fås å apoteken eller direkt från,class_List-item,275,3
19,1,Apotekarnes Mineralvattens Aktiebolag,class_List-item,275,4
19,1,H. M. Konungens och H. K. H. Kronprinsens Hofleverantör.,class_List-item,275,5
19,1,INLEDNING.,class_List-item,275,6
19,1,"Till staten utgå tvänne på inkomst grundade skatter: 1) bevillning och 2) inkomst- och förmögenhetsskatt, den senare i stället för den förutvarande inkomstskatten.",class_List-item,275,7
19,1,"Bevillning påföres för inkomst af ränta å inteckningar och obligationer eller å räkning i bank innestående medel, för inkomst af tjänst, rörelse eller yrke samt för annan inkomst af arbete (äfvenledes spekulationsvinst eller lotterivinst.)",class_List-item,275,8
19,2,"Inkomst- och förmögenhetsskatt utgår för samma inkomst, som påföres bevillning samt dessutom för utdelning å aktier och inkomst af fastighet (den verkliga inkomsten sedan vederbörliga utgifter afdragits, ej såsom förut en viss procent å taxeringsvärdet) samt för $^{1/60}$ af förmögenheten, men äger den skattskyldige rätt till afdrag för ränta å gäld, för under föregående år erlagda kommunalutskylder, för utbetaldt periodiskt understöd, för försäkringspremier intill ett belopp af 200",class_List-item,275,1
19,2,"kronor samt för förlust å verksamhet, där förlusten ej redan vid taxering till bevillning afdragits.",class_List-item,275,2
19,2,"Som hufvudregel gäller, att sväval bevillning som inkomst- och förmögenhetsskatt påföres där den skattskyldige är mantalsskrifven; dock taxeras vissa slag af rörelse, såsom fabriks- och verkstadsrörelse, läkarepraktik etc. (hvad afser Stockholm dock ej handelsrörelse), till bevillning men ej till inkomst- och förmögenhetsskatt i den församling där rörelsen utöfvas.",class_List-item,275,3
19,2,Bevillningstaxeringen återfinnes i denna kalender i första och inkomst- och förmögenhetstaxeringen i andra kolumnen.,class_List-item,275,4
19,2,"Om en person således har större belopp i andra än i första kolumnen betyder detta att han har utdelning å aktier eller inkomst af fastighet eller förmögenhet eller är taxerad till bevillning i annan församling; är däremot första kolumnen högre än den andra visar detta att hans afdrag (för kommunalutskylderna, för gäldranta, för periodiskt understöd eller för försäkringspremier) äro större än hans möjligen förefintliga inkomst af aktier eller fastighet eller $^{1/60}$ af hans förmögenhet.",class_List-item,275,5
19,2,"Exempel: En löntagare har som enda inkomst sin lön på 5,000",class_List-item,275,6
19,2,kronor; han utgifver i försäkringspremier 125 kr. och i kommunalutskylder 350 kr.; hans taxeringar blifva:,class_List-item,275,7
19,2,"bevillning ... 5,000: —",class_List-item,275,8
19,2,vid ink.- och förmögenhetsskatten afdrages,class_List-item,275,9
19,2,kommunalutskylderna ... 350: —,class_List-item,275,10
19,2,"försäkringspremierna ... 125: — 475: — återstår 4,525: —",class_List-item,275,11
19,2,— 15 —,class_List-item,275,12
20,1,"En fabrikör är bosatt i Engelbrekts församling men har fabrik i Katarina församling. Hans inkomster utgöras af 1,200",class_List-item,465,1
20,1,"kr. såsom styrelseledamot i bo-lag, 14,000",class_List-item,465,2
20,1,"kr. af fabriksrörelsen i Katarina samt 6,500",class_List-item,465,3
20,1,"kr. utdelning å aktier och 12,000",class_List-item,465,4
20,1,"kr. inkomst af fastighet; hans förmögenhet uppgår till 180,000",class_List-item,465,5
20,1,"kr. Han äger rätt till afdrag för kommunalutskylderna 1,900",class_List-item,465,6
20,1,kr.; för försäkrings-premier 200,class_List-item,465,7
20,1,"kr. (han utger i verkligheten 550 kr.), för underhåll å gift dotter 1,500 kr., för ränta å gäld 9,000 kr. Hans taxeringar blifva:",class_List-item,465,8
20,1,"Bevillning dels i Katarina 14,000: — och dels i Engelbrekt 1,200: —, inkomst- och förmögenhetsskatt endast i Engelbrekt utgår af sam-manlagda bevillningarna ... 15,200: —",class_List-item,465,9
20,1,"utdelningen å aktier ... 6,500: —",class_List-item,465,10
20,1,"inkomst af fastighet ... 12,000: —",class_List-item,465,11
20,1,"1/60 af förmögenhet 180,000 kr. ... 3,000: —",class_List-item,465,12
20,1,"Summa 36,700: —",class_List-item,465,13
20,1,Härifrån afdrages:,class_List-item,465,14
20,1,"kommunalutskylderna ... 1,900: —",class_List-item,465,15
20,1,försäkringspremierna ... 200: —,class_List-item,465,16
20,1,"underhålet ... 1,500: —",class_List-item,465,17
20,1,"gäldräntan ... 9,000: — Summa 12,600: —",class_List-item,465,18
20,1,"återstår Summa 24,100: —",class_List-item,465,19
20,1,Stockholm i juli 1912.,class_List-item,465,20
20,1,REDAKTIONEN.,class_List-item,465,21
20,1,FÖRKORTNINGAR.,class_List-item,465,22
20,1,N. = Nikolai församling,class_List-item,465,23
20,1,Kt. = Katarina församling,class_List-item,465,24
20,1,M. = Maria församling,class_List-item,465,25
20,1,Kh. = Kungsholms församling,class_List-item,465,26
20,2,Kl. = Klara församling,class_List-item,465,1
20,2,J. = Jakobs församling,class_List-item,465,2
20,2,Joh. = Johannes församling.,class_List-item,465,3
20,2,A. = Adolf Fredriks församling,class_List-item,465,4
20,2,H. = Hedvig Eleonora församling,class_List-item,465,5
20,2,E. = Engelbrekts församling,class_List-item,465,6
20,2,O. = Oscars församling,class_List-item,465,7
20,2,G. = Gustaf Wasa församling,class_List-item,465,8
20,2,Mt. = Matteus församling,class_List-item,465,9
20,2,B. = Brännkyrka församling,class_List-item,465,10
20,2,Svårigheten att finna,class_List-item,465,11
20,2,"en verkligt njutbar Cig.-Cigarrett har säkert de flesta rökare erfarit, men profröker Ni Belgiska Cig.-Cigarretten NERON blifver Ni angenämt öfverraskad.",class_List-item,465,12
20,2,"HUGO LUNDGRNS CIGARRIMPORT,",class_List-item,465,13
20,2,19,class_List-item,465,14
